ID,coho,area,ppt.su.2000,ppt.su.2001,ppt.su.2002,ppt.su.2003,ppt.su.2004,ppt.su.2005,ppt.su.2006,ppt.su.2007,ppt.su.2008,ppt.su.2009,ppt.su.2010,ppt.su.2011,ppt.fa.2000,ppt.fa.2001,ppt.fa.2002,ppt.fa.2003,ppt.fa.2004,ppt.fa.2005,ppt.fa.2006,ppt.fa.2007,ppt.fa.2008,ppt.fa.2009,ppt.fa.2010,ppt.fa.2011,ccap.decid,ccap.open,ccap.evgrn,ccap.hdev,ccap.ldev,ccap.mdev,ccap.mxforest,ccap.wetland,ccap.ag,ccap.other,roads.1,roads.2,roads.3,roads.4,roads.5,nlcd.imperv,restoration,pop.census,pop.lscan,traffic
103,1,8529376,72,105,35,47,120,65,18,60,132,65,21,53,161,311,172,456,316,285,362,235,277,424,172,233,0.024,0.012,0.005,0.023,0.098,0.065,0.019,0.032,0.647,0.074,0,0,454,319,2632,0.1001,0.0000,301.50,365.31,5287.6
104,1,11141499,73,104,36,48,121,66,20,65,135,69,22,57,171,331,185,491,333,298,394,257,302,456,190,258,0.012,0.023,0.003,0.031,0.097,0.042,0.005,0.009,0.770,0.008,0,0,664,342,1207,0.0929,0.0000,148.16,136.18,7244.9
105,1,10490473,79,109,40,49,128,70,25,73,142,72,22,63,187,367,207,554,365,318,436,288,336,503,216,297,0.065,0.000,0.018,0.001,0.031,0.005,0.039,0.050,0.763,0.027,0,0,0,458,854,0.0157,0.0000,54.64,26.31,452.3
106,1,13036707,72,102,36,46,122,66,20,65,135,68,23,56,171,329,188,493,336,297,391,256,299,452,190,255,0.035,0.007,0.042,0.005,0.055,0.008,0.026,0.033,0.766,0.023,0,0,0,336,1106,0.0299,0.0000,93.02,79.07,2619.1
107,1,7888250,76,104,41,44,127,70,23,69,138,66,24,61,183,351,200,534,359,310,413,273,319,478,207,279,0.071,0.000,0.010,0.000,0.029,0.002,0.023,0.063,0.770,0.031,0,0,0,359,985,0.0121,0.0000,52.53,21.77,1195.0
108,1,7673555,70,97,37,40,124,67,20,62,128,60,25,56,168,320,180,487,335,292,369,240,285,430,182,243,0.037,0.005,0.022,0.004,0.056,0.008,0.021,0.033,0.785,0.030,0,0,0,278,1150,0.0292,0.0000,112.97,59.78,1928.4
109,1,12797409,71,98,38,38,128,68,17,55,117,53,25,53,163,314,169,477,330,288,328,205,255,382,161,212,0.064,0.026,0.033,0.001,0.068,0.007,0.046,0.113,0.607,0.034,0,0,0,263,1347,0.0330,0.0000,115.22,50.16,851.7
110,1,11376949,69,94,34,37,119,65,14,51,116,51,25,50,150,295,154,437,310,270,318,200,249,374,156,204,0.030,0.002,0.014,0.001,0.054,0.008,0.016,0.054,0.783,0.038,0,0,0,0,1531,0.0261,0.0000,135.34,57.66,683.3
111,1,12213964,71,102,34,44,118,65,16,56,127,59,22,51,155,300,161,442,309,275,343,220,263,404,164,220,0.021,0.014,0.018,0.003,0.100,0.020,0.019,0.019,0.726,0.059,0,0,304,178,1900,0.0530,0.0000,205.47,84.10,5526.0
112,1,13232308,68,90,33,32,115,66,11,43,107,44,26,47,141,280,141,418,301,257,284,175,229,339,144,184,0.059,0.028,0.026,0.001,0.077,0.009,0.043,0.059,0.656,0.042,0,0,0,0,1458,0.0389,0.0000,125.05,48.64,647.7
113,1,8531364,72,98,37,31,124,70,11,43,102,42,26,46,154,305,159,459,323,277,277,168,222,328,142,179,0.109,0.061,0.009,0.005,0.176,0.067,0.045,0.054,0.433,0.041,588,0,0,569,3050,0.1223,0.0000,457.04,215.71,13999.5
114,1,13443518,75,111,37,42,127,70,20,57,146,62,20,50,164,317,176,473,319,277,331,203,235,390,143,202,0.106,0.002,0.079,0.005,0.042,0.005,0.116,0.105,0.404,0.137,0,0,0,486,1110,0.0287,0.0000,106.47,51.57,2666.6
115,1,14192540,69,97,38,40,130,66,22,66,126,58,27,59,168,316,174,483,341,285,383,247,295,443,194,257,0.049,0.000,0.006,0.001,0.027,0.002,0.022,0.044,0.830,0.018,0,0,0,403,611,0.0122,0.0000,51.36,18.02,1790.6
116,1,8797458,66,97,37,37,136,64,20,64,118,54,29,60,169,311,174,488,347,279,363,232,281,415,185,240,0.056,0.005,0.034,0.000,0.069,0.003,0.048,0.090,0.658,0.039,0,0,0,319,1448,0.0287,0.0000,107.26,47.17,2029.3
117,1,11117455,78,108,45,43,141,71,26,73,135,61,31,67,199,377,211,585,392,318,425,282,328,494,224,297,0.327,0.000,0.042,0.000,0.014,0.001,0.161,0.168,0.199,0.087,0,0,0,560,959,0.0073,0.0000,49.38,33.21,404.0
118,1,9078538,68,99,39,38,139,65,21,67,122,55,30,63,175,323,181,509,359,285,381,247,296,436,197,257,0.163,0.000,0.039,0.000,0.037,0.002,0.092,0.085,0.499,0.082,0,0,0,514,1220,0.0154,0.0000,89.36,36.34,769.1
119,1,13708167,66,94,37,36,141,61,21,66,116,53,34,67,177,325,184,543,371,282,370,236,287,411,192,244,0.268,0.003,0.067,0.000,0.029,0.001,0.156,0.129,0.239,0.107,0,0,0,434,1023,0.0121,0.0000,80.04,34.57,566.2
120,1,7946052,73,103,43,38,148,65,23,68,119,55,37,72,194,371,208,600,410,302,385,247,302,426,206,259,0.222,0.000,0.110,0.000,0.026,0.001,0.196,0.095,0.244,0.106,0,0,0,640,1143,0.0149,0.0000,63.41,41.22,981.7
121,1,7460042,59,86,33,39,136,57,19,65,108,52,38,74,173,300,180,531,375,271,362,224,284,379,185,223,0.209,0.034,0.063,0.003,0.094,0.025,0.171,0.058,0.220,0.124,526,0,0,855,1808,0.0634,0.0000,127.55,78.10,8611.2
122,1,10251931,74,103,40,34,130,72,14,48,107,46,26,49,165,322,173,489,339,290,298,182,235,348,150,192,0.090,0.060,0.014,0.018,0.137,0.041,0.051,0.059,0.482,0.049,525,0,0,1075,1767,0.0941,0.0000,186.57,94.43,14363.3
123,1,11844313,71,103,40,34,134,70,15,53,107,48,27,53,167,315,175,489,347,285,312,191,243,358,156,201,0.136,0.022,0.023,0.007,0.075,0.019,0.047,0.167,0.401,0.106,375,0,0,441,1960,0.0496,0.0000,85.88,48.83,8656.1
124,0,7812977,69,100,38,36,134,68,16,55,111,50,27,53,164,310,168,477,340,282,321,198,250,370,160,208,0.061,0.056,0.046,0.003,0.079,0.019,0.051,0.159,0.480,0.047,368,0,0,116,1483,0.0479,0.0000,108.22,66.94,6353.6
125,1,13515373,65,93,36,35,132,64,16,57,106,49,29,58,165,294,172,484,345,274,326,200,251,363,163,206,0.153,0.021,0.026,0.000,0.048,0.007,0.060,0.219,0.371,0.094,162,0,0,221,1641,0.0244,0.0000,78.88,48.81,4565.3
126,1,11414689,60,85,33,35,134,58,17,61,106,50,33,64,165,290,169,500,350,266,340,211,263,370,173,214,0.209,0.035,0.037,0.009,0.106,0.025,0.096,0.214,0.174,0.096,807,0,0,666,1411,0.0675,0.0000,79.93,56.33,16338.3
127,1,4429003,56,78,31,34,131,53,17,61,102,49,35,68,163,279,164,494,350,259,340,209,262,360,175,210,0.149,0.071,0.037,0.001,0.105,0.020,0.102,0.229,0.132,0.155,0,0,0,475,1741,0.0534,0.0000,160.82,80.62,2160.2
128,0,13481562,72,102,39,33,128,73,13,48,103,44,27,49,166,315,178,479,341,288,296,178,229,338,146,186,0.147,0.002,0.014,0.001,0.025,0.005,0.055,0.261,0.306,0.184,0,0,0,139,1142,0.0147,0.0000,67.41,47.74,382.1
129,1,8261787,69,99,38,34,128,72,14,51,104,46,28,51,166,309,178,477,342,285,304,184,235,345,150,191,0.198,0.012,0.017,0.000,0.031,0.004,0.072,0.110,0.461,0.094,0,0,0,412,1431,0.0172,0.0000,99.48,47.44,2096.0
130,1,9496104,61,86,31,36,121,64,14,54,102,47,30,56,161,283,168,471,339,270,319,196,245,351,159,198,0.040,0.008,0.001,0.047,0.054,0.039,0.010,0.617,0.129,0.055,0,0,0,555,1686,0.0908,0.0000,96.55,114.97,2464.6
131,1,6313747,62,86,31,34,118,65,14,52,101,46,30,52,158,275,162,463,329,267,315,193,239,348,155,195,0.125,0.010,0.010,0.096,0.087,0.070,0.039,0.301,0.185,0.078,0,0,0,15,1755,0.1669,0.0000,14.43,47.14,407.3
132,1,7447537,58,81,30,36,122,61,15,57,102,48,31,60,161,278,166,478,342,267,327,201,253,355,164,203,0.161,0.022,0.013,0.007,0.118,0.069,0.066,0.314,0.161,0.068,0,0,0,283,3107,0.0997,0.0000,261.72,130.74,2302.8
133,1,9917389,71,103,34,42,121,68,16,53,130,55,22,50,156,304,162,455,310,272,321,196,237,377,147,200,0.031,0.015,0.019,0.003,0.054,0.010,0.026,0.059,0.729,0.053,0,0,0,250,1365,0.0299,0.0000,125.73,51.19,3090.7
134,1,11824373,74,103,37,39,129,70,19,55,138,52,22,48,157,316,163,471,319,264,329,188,220,368,135,187,0.150,0.048,0.087,0.000,0.052,0.004,0.140,0.072,0.364,0.083,0,0,0,546,1476,0.0300,0.0000,110.97,34.36,3415.8
135,1,5847843,75,108,37,41,129,70,19,56,144,57,21,49,163,321,171,480,322,273,331,196,225,379,138,194,0.159,0.061,0.134,0.000,0.027,0.001,0.174,0.129,0.248,0.067,0,0,0,129,1818,0.0182,0.0000,105.50,31.40,989.5
136,1,5655092,71,102,34,41,120,68,16,52,129,54,22,50,153,301,158,451,308,269,319,194,236,373,146,199,0.107,0.006,0.038,0.004,0.052,0.008,0.091,0.116,0.482,0.096,0,0,0,0,1580,0.0307,0.0000,70.70,87.77,4916.7
137,1,14350445,69,96,32,40,115,66,14,50,121,52,25,50,144,285,145,430,299,259,313,193,241,369,149,199,0.028,0.028,0.015,0.007,0.079,0.017,0.019,0.027,0.724,0.056,0,0,423,72,1607,0.0513,0.0000,144.63,81.17,5263.8
138,1,11899748,69,95,33,33,115,69,13,46,119,48,27,48,134,273,128,416,290,247,300,175,233,348,143,188,0.206,0.028,0.027,0.007,0.079,0.016,0.108,0.062,0.366,0.100,0,0,163,322,1340,0.0510,0.0000,117.25,100.43,8055.4
139,1,12116852,66,89,31,33,109,65,10,42,108,44,26,47,132,268,129,402,287,246,282,172,230,337,144,184,0.042,0.074,0.014,0.022,0.134,0.042,0.026,0.070,0.530,0.044,150,0,58,276,2476,0.1048,0.0000,237.01,121.36,8670.3
140,1,5911153,64,85,29,28,102,65,7,37,107,42,29,46,118,245,103,380,271,228,266,157,227,320,140,176,0.043,0.055,0.008,0.001,0.129,0.019,0.017,0.080,0.599,0.050,0,0,5,267,2268,0.0647,0.0000,336.71,92.27,5041.5
141,1,8054677,70,97,35,32,120,70,11,43,97,41,27,46,156,296,162,453,327,277,277,162,216,320,138,175,0.051,0.001,0.004,0.000,0.070,0.004,0.017,0.173,0.615,0.065,0,0,0,417,1902,0.0273,0.0000,95.54,45.11,1684.6
142,1,12647328,68,92,33,30,114,68,10,39,93,38,27,44,147,285,147,435,313,267,264,150,207,304,133,166,0.139,0.012,0.011,0.001,0.053,0.004,0.062,0.082,0.574,0.062,0,0,0,105,1824,0.0243,0.0000,83.99,62.21,1494.0
143,1,13201586,68,90,33,27,112,67,8,36,92,37,26,43,139,280,132,423,299,257,253,142,203,294,131,161,0.033,0.047,0.003,0.016,0.168,0.070,0.013,0.042,0.587,0.021,0,0,0,683,3672,0.1263,0.0000,484.39,516.49,6094.9
144,1,7205307,65,85,31,27,106,66,6,33,93,36,26,44,126,255,113,393,280,238,251,143,208,297,132,162,0.050,0.062,0.001,0.024,0.125,0.061,0.006,0.112,0.453,0.105,502,0,0,882,2147,0.1151,0.0000,295.91,198.26,17590.4
145,1,8366018,64,83,29,26,102,65,5,32,93,36,27,44,119,245,102,380,271,229,249,140,209,294,132,161,0.070,0.051,0.005,0.024,0.138,0.062,0.017,0.325,0.217,0.091,461,0,0,711,2258,0.1202,0.0000,174.15,184.46,13471.9
146,1,9451866,65,87,30,29,105,66,9,40,112,44,29,47,123,254,111,391,278,235,278,164,231,331,142,181,0.094,0.092,0.008,0.006,0.085,0.031,0.042,0.070,0.449,0.124,0,0,254,299,1684,0.0641,0.0000,237.54,129.89,7455.5
147,1,7378879,63,84,28,28,101,66,6,34,101,40,30,45,115,240,98,375,267,224,257,149,221,308,137,169,0.104,0.119,0.007,0.021,0.212,0.075,0.026,0.096,0.258,0.081,606,0,0,942,2894,0.1545,0.0000,207.08,247.87,23417.0
148,1,12209367,81,109,42,39,139,74,21,60,146,52,23,51,179,372,186,534,342,286,357,203,228,392,146,205,0.157,0.038,0.129,0.001,0.064,0.004,0.200,0.055,0.249,0.102,0,0,277,294,1553,0.0345,0.0000,126.54,46.89,4327.4
149,1,9123470,87,114,47,35,147,79,25,67,154,53,26,56,192,411,199,575,354,300,400,227,248,431,168,239,0.119,0.007,0.174,0.000,0.017,0.001,0.329,0.079,0.140,0.134,0,0,136,0,1356,0.0105,0.0000,88.75,42.36,1507.2
150,1,5457249,85,111,46,34,143,79,23,63,146,52,26,54,181,390,188,547,346,292,380,215,242,412,159,226,0.046,0.044,0.243,0.015,0.128,0.051,0.343,0.013,0.044,0.072,0,0,212,307,4033,0.0997,0.0000,543.93,229.48,3443.6
151,1,11978832,67,91,31,30,111,68,12,44,116,45,28,48,129,266,119,407,287,243,294,167,229,342,139,184,0.201,0.054,0.043,0.058,0.104,0.077,0.133,0.034,0.205,0.091,7,0,298,364,3896,0.1505,0.0000,440.01,513.28,14607.6
152,1,9518619,67,91,31,28,114,67,16,47,120,45,26,47,131,273,122,414,292,244,309,171,227,350,139,187,0.077,0.102,0.038,0.102,0.215,0.158,0.085,0.113,0.056,0.054,411,0,618,734,5343,0.2914,0.0000,834.61,949.77,31260.2
153,1,9492972,74,102,35,25,134,69,27,59,125,47,25,52,162,339,149,487,322,280,378,209,255,417,164,234,0.095,0.042,0.213,0.012,0.200,0.067,0.323,0.005,0.000,0.043,0,0,0,822,3856,0.1249,0.0000,642.33,553.82,9241.3
154,1,12815750,66,88,28,26,120,64,23,51,114,41,24,46,133,275,115,414,291,249,340,180,234,373,140,198,0.039,0.044,0.041,0.128,0.332,0.298,0.103,0.003,0.000,0.012,635,0,244,1438,9640,0.4331,0.0000,1893.09,1833.10,43107.2
155,1,11523045,77,107,36,24,137,70,31,60,118,47,24,52,161,336,144,487,325,287,394,215,262,433,170,242,0.073,0.069,0.235,0.014,0.205,0.084,0.216,0.019,0.003,0.082,475,0,348,703,3920,0.1442,0.0000,680.30,543.20,17490.1
156,1,4650597,72,87,24,23,119,61,27,48,89,38,20,38,134,249,102,396,284,250,316,163,213,343,133,177,0.034,0.066,0.176,0.035,0.399,0.190,0.071,0.015,0.000,0.013,89,0,504,1063,8894,0.3042,0.0000,2184.57,2625.57,17191.2
157,1,18980947,88,123,46,25,154,79,33,68,130,51,25,58,203,437,198,590,365,326,420,244,284,468,196,278,0.086,0.008,0.467,0.000,0.045,0.012,0.280,0.032,0.000,0.069,654,0,0,122,782,0.0264,0.0000,73.36,43.94,14257.7
158,1,13732273,100,138,59,25,177,89,32,70,137,52,28,62,250,572,273,705,421,372,422,269,301,492,221,307,0.118,0.000,0.550,0.000,0.001,0.000,0.254,0.037,0.000,0.040,0,0,0,50,233,0.0015,0.0000,24.72,0.26,67.4
159,1,13409273,77,91,45,18,146,69,25,59,115,40,29,51,154,323,126,415,283,252,330,233,247,428,186,253,0.119,0.002,0.179,0.001,0.028,0.003,0.272,0.061,0.127,0.209,0,0,0,0,1631,0.0099,0.0000,54.81,23.15,258.7
160,1,13590329,79,95,46,20,149,71,25,59,113,41,29,50,173,374,155,470,304,276,335,226,240,427,186,249,0.130,0.002,0.232,0.000,0.023,0.001,0.158,0.040,0.305,0.109,0,0,0,221,1312,0.0092,0.0000,32.69,14.77,346.1
161,1,7864787,96,132,52,43,158,75,37,90,217,70,23,65,242,506,262,695,431,397,560,360,360,619,289,396,0.027,0.000,0.493,0.000,0.011,0.003,0.144,0.025,0.179,0.119,0,0,7,0,618,0.0083,0.0000,53.50,12.02,278.5
162,1,12294833,82,122,40,47,138,73,26,72,175,73,19,58,185,369,205,538,351,314,405,260,284,471,189,269,0.054,0.000,0.147,0.001,0.031,0.002,0.124,0.054,0.533,0.053,0,0,239,0,1024,0.0150,0.0000,37.29,21.11,762.2
163,1,10928853,79,125,38,52,132,75,26,66,164,80,18,62,172,332,192,496,328,302,357,240,282,449,174,254,0.066,0.003,0.090,0.002,0.047,0.007,0.215,0.032,0.497,0.041,0,0,157,0,1756,0.0237,0.0000,110.89,47.32,919.7
164,1,13410946,75,120,36,52,122,73,24,60,148,79,18,62,163,309,181,463,314,281,325,218,265,422,154,230,0.021,0.021,0.001,0.010,0.078,0.023,0.007,0.030,0.784,0.026,0,0,217,420,1699,0.0514,0.0000,168.31,125.72,2748.1
165,1,7571883,76,123,36,55,121,75,26,60,147,85,17,66,164,309,184,463,315,290,330,227,275,433,162,242,0.024,0.000,0.004,0.021,0.048,0.031,0.012,0.014,0.834,0.011,0,0,257,278,744,0.0477,0.0000,44.41,26.12,2934.9
166,1,3402137,81,126,39,55,123,74,24,63,154,85,17,60,181,351,212,515,342,316,353,242,289,444,173,248,0.176,0.008,0.013,0.022,0.031,0.031,0.045,0.038,0.623,0.012,0,0,0,0,1966,0.0534,0.0000,47.93,147.29,318.0
167,1,16585927,64,82,28,25,102,66,6,33,91,37,28,43,122,249,104,388,275,233,257,140,209,296,131,161,0.128,0.031,0.006,0.001,0.065,0.005,0.032,0.330,0.254,0.148,0,0,0,22,1203,0.0318,0.0000,69.90,48.90,1468.1
168,1,6895206,81,126,39,55,119,69,22,67,151,89,17,56,181,359,215,525,346,324,404,274,316,472,192,261,0.027,0.000,0.010,0.004,0.037,0.007,0.015,0.095,0.796,0.008,0,0,0,0,1195,0.0209,0.0000,54.05,27.91,258.6
169,0,3163318,80,126,38,55,119,70,23,67,150,90,17,57,173,336,202,495,333,310,397,270,314,471,190,262,0.024,0.000,0.005,0.002,0.035,0.005,0.004,0.139,0.779,0.006,0,0,0,0,1033,0.0142,0.0000,45.40,39.13,176.4
170,1,3726691,55,78,30,38,126,52,17,63,100,50,37,72,160,267,157,473,343,252,347,209,268,357,175,208,0.033,0.093,0.024,0.106,0.324,0.220,0.029,0.019,0.090,0.062,2004,0,0,1874,6484,0.3647,0.0000,695.11,840.10,17907.1
171,0,2910428,51,61,25,21,104,45,12,44,92,39,25,40,140,246,126,406,266,220,325,172,202,312,136,170,0.160,0.082,0.056,0.018,0.114,0.089,0.018,0.065,0.113,0.285,0,0,0,0,3864,0.1421,0.0000,104.29,356.49,1424.1
172,0,4205898,50,61,25,23,103,45,11,45,93,39,25,42,142,247,129,409,273,224,323,173,203,311,135,170,0.248,0.023,0.175,0.007,0.138,0.029,0.020,0.017,0.145,0.197,583,0,0,0,3039,0.0812,0.0000,133.70,164.70,4258.0
173,0,2542837,52,61,26,28,99,46,11,45,92,40,26,42,145,251,137,414,282,230,325,175,207,312,134,172,0.248,0.019,0.212,0.001,0.204,0.014,0.020,0.002,0.145,0.135,437,0,0,0,5288,0.0845,0.0000,133.82,49.70,1497.7
174,0,2067904,50,61,26,27,100,45,10,45,93,40,26,43,145,250,133,414,282,230,323,174,206,310,134,171,0.267,0.011,0.233,0.001,0.171,0.074,0.029,0.000,0.056,0.157,466,0,0,0,3514,0.0831,0.0000,174.11,344.65,1166.5
175,0,1943881,53,75,29,36,124,50,17,62,98,49,36,71,157,260,152,457,334,247,339,204,261,350,172,203,0.061,0.131,0.010,0.070,0.295,0.169,0.030,0.014,0.045,0.174,1221,0,0,2024,6307,0.3018,0.0000,550.79,566.81,24526.2
176,0,2010481,56,78,31,34,132,53,17,61,102,49,35,68,164,281,164,495,351,259,341,209,263,362,175,210,0.134,0.108,0.040,0.002,0.103,0.019,0.089,0.418,0.024,0.064,500,0,0,420,1116,0.0757,0.0000,115.37,58.33,9669.5
177,0,3114086,52,74,29,35,123,49,17,61,98,48,36,69,161,268,163,481,345,255,335,206,260,349,171,202,0.095,0.042,0.005,0.001,0.116,0.039,0.044,0.367,0.175,0.116,0,0,0,0,3433,0.0745,0.0000,292.12,66.13,5673.4
178,0,1565281,55,76,30,36,124,53,16,61,102,48,36,68,165,273,173,499,354,264,338,212,261,354,174,206,0.190,0.149,0.072,0.012,0.252,0.034,0.099,0.010,0.003,0.177,0,0,0,0,9302,0.1325,0.0000,365.27,85.59,684.4
179,0,2567451,56,76,30,36,124,53,16,61,102,48,36,68,166,274,174,501,355,265,339,212,262,355,174,206,0.448,0.012,0.092,0.000,0.076,0.017,0.131,0.015,0.000,0.209,0,0,0,0,2998,0.0375,0.0000,180.66,50.43,561.8
180,0,2364354,56,75,29,39,118,54,16,60,103,48,34,66,166,270,173,492,356,266,337,212,259,357,172,205,0.322,0.024,0.088,0.000,0.084,0.013,0.250,0.018,0.032,0.169,0,0,0,0,1982,0.0463,0.0000,222.49,61.74,1830.6
181,0,3716659,56,77,30,36,125,54,16,61,102,48,36,67,165,273,173,500,353,265,339,213,262,356,173,206,0.167,0.039,0.028,0.004,0.176,0.103,0.116,0.051,0.069,0.247,0,0,0,0,4229,0.1351,0.0000,391.52,181.92,2165.8
182,0,2751799,56,77,30,36,125,54,16,61,102,48,36,68,165,274,173,501,353,265,339,212,262,355,173,206,0.077,0.114,0.030,0.004,0.248,0.088,0.083,0.023,0.143,0.191,0,0,0,0,6448,0.1442,0.0000,401.59,172.20,1873.6
183,0,2186077,53,75,29,35,124,50,17,61,99,48,36,69,162,269,165,485,347,257,336,207,261,350,172,203,0.082,0.131,0.022,0.000,0.222,0.021,0.076,0.202,0.200,0.045,0,0,0,0,4752,0.1113,0.0000,381.29,101.56,3938.5
184,1,2848413,54,75,29,35,123,52,16,60,100,48,35,66,161,269,162,480,344,257,334,206,258,353,170,204,0.165,0.095,0.037,0.013,0.235,0.118,0.087,0.139,0.050,0.061,0,0,0,218,6793,0.1861,0.0000,502.60,294.24,9598.8
185,0,2788211,58,80,30,36,123,60,15,57,102,48,32,60,161,277,166,479,342,265,328,202,253,356,165,204,0.146,0.092,0.036,0.012,0.154,0.088,0.079,0.247,0.063,0.083,0,0,0,857,2751,0.1454,0.0000,418.85,293.62,7290.2
186,0,1854514,60,81,30,38,116,61,15,53,101,46,31,55,156,259,151,456,323,258,325,199,241,348,157,194,0.189,0.014,0.037,0.001,0.138,0.033,0.064,0.109,0.178,0.237,0,0,0,0,6079,0.0864,0.0000,253.11,77.53,4508.6
187,0,1581612,62,84,30,39,115,63,15,50,100,44,30,51,154,256,144,447,312,256,320,194,233,341,151,188,0.264,0.001,0.025,0.000,0.032,0.002,0.111,0.163,0.219,0.182,0,0,0,0,1402,0.0126,0.0000,31.95,43.56,0.0
188,0,2779601,63,87,31,33,117,65,14,51,100,45,29,51,156,271,159,461,324,265,314,192,236,346,153,193,0.027,0.000,0.001,0.001,0.036,0.008,0.009,0.401,0.469,0.047,0,0,0,0,1543,0.0247,0.0000,10.40,2.39,0.0
189,1,4441707,64,92,32,36,122,68,14,51,102,46,29,51,160,291,170,464,335,274,310,190,237,347,152,193,0.289,0.011,0.004,0.000,0.027,0.004,0.047,0.511,0.077,0.030,0,0,0,377,1410,0.0158,0.0000,12.28,3.83,613.7
190,0,2399847,65,93,33,36,123,69,14,51,103,47,29,51,161,295,172,465,337,276,309,189,237,347,152,193,0.351,0.000,0.002,0.001,0.018,0.001,0.026,0.411,0.120,0.069,0,0,0,123,1545,0.0103,0.0000,5.82,0.96,194.2
191,0,2274159,66,91,32,31,115,67,12,43,97,41,27,45,150,277,151,424,311,262,290,170,217,326,140,179,0.142,0.011,0.009,0.295,0.088,0.096,0.031,0.070,0.157,0.100,0,0,0,140,1296,0.3794,0.0000,5.76,4.21,218.3
192,0,2054058,66,91,32,31,114,67,12,43,97,41,27,45,149,276,150,422,309,261,289,169,216,325,139,178,0.283,0.014,0.021,0.153,0.074,0.081,0.026,0.126,0.088,0.134,0,0,0,0,334,0.2260,0.0000,0.03,15.84,0.0
193,0,2880530,66,90,32,31,113,66,12,43,96,41,27,44,148,274,147,419,305,259,288,167,214,323,138,177,0.397,0.020,0.023,0.106,0.127,0.052,0.089,0.072,0.038,0.077,0,0,0,0,2696,0.1806,0.0000,212.24,57.07,3057.7
194,0,3025143,67,90,32,31,114,66,11,41,95,40,27,44,148,277,148,425,309,262,278,160,212,317,136,173,0.408,0.004,0.040,0.077,0.047,0.039,0.112,0.114,0.144,0.016,0,0,0,0,1549,0.1150,0.0000,156.17,27.47,2481.0
195,0,1345981,64,80,30,27,109,60,12,40,92,38,26,40,137,260,122,398,273,241,281,155,201,310,130,167,0.069,0.005,0.006,0.024,0.110,0.119,0.033,0.090,0.040,0.504,0,0,0,0,4225,0.1467,0.0000,452.33,66.86,2987.6
196,1,4562179,65,82,29,27,109,62,11,39,92,37,27,42,135,263,123,403,282,244,271,151,205,308,131,166,0.109,0.008,0.090,0.000,0.082,0.008,0.129,0.065,0.323,0.186,0,0,0,0,1798,0.0353,0.0000,150.78,40.77,0.0
197,1,2897836,65,82,29,25,107,63,10,37,91,37,27,42,131,259,116,398,277,241,264,147,204,303,131,164,0.018,0.000,0.000,0.000,0.032,0.002,0.000,0.191,0.702,0.054,0,0,0,0,1287,0.0130,0.0000,61.42,5.26,0.0
198,1,4168752,65,84,30,24,105,65,9,35,90,36,26,41,129,258,113,396,278,240,258,143,205,298,130,162,0.286,0.001,0.027,0.002,0.040,0.008,0.076,0.239,0.238,0.083,0,0,0,592,999,0.0229,0.0000,120.36,56.26,3580.6
199,0,3801159,65,83,30,24,105,64,10,35,90,36,26,41,128,257,111,394,276,239,259,143,205,299,130,162,0.558,0.000,0.087,0.000,0.013,0.003,0.139,0.108,0.000,0.091,0,0,0,262,945,0.0102,0.0000,127.01,14.56,1333.6
200,0,3005023,63,80,28,22,107,60,12,39,88,36,26,40,129,252,108,386,265,234,274,149,203,310,131,167,0.668,0.001,0.058,0.000,0.045,0.008,0.114,0.040,0.001,0.063,0,0,0,881,1175,0.0208,0.0000,169.61,34.00,4485.2
201,0,1281583,62,78,28,22,107,60,13,39,88,36,26,39,129,252,109,384,262,234,276,150,199,310,130,166,0.257,0.010,0.122,0.033,0.223,0.090,0.148,0.000,0.000,0.117,0,0,0,2096,3958,0.1511,0.0000,1187.24,222.44,9095.7
202,0,1538301,62,76,28,21,108,59,14,40,87,36,26,38,128,250,105,379,257,230,277,150,198,309,129,167,0.284,0.020,0.138,0.003,0.163,0.021,0.223,0.004,0.000,0.145,0,0,0,0,3843,0.0678,0.0000,599.22,178.74,1664.9
203,0,2513984,62,74,27,20,111,58,17,42,88,36,24,38,127,241,93,365,250,221,287,152,200,321,132,171,0.134,0.000,0.264,0.000,0.000,0.000,0.289,0.191,0.001,0.120,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
204,0,1251494,62,74,27,20,111,58,17,42,88,36,24,38,127,241,93,365,250,221,287,152,200,321,132,171,0.148,0.000,0.279,0.000,0.000,0.000,0.319,0.064,0.003,0.186,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
205,0,2906483,62,77,28,21,108,59,13,40,88,36,26,39,128,249,104,379,257,229,277,150,199,310,130,167,0.426,0.006,0.175,0.005,0.039,0.009,0.218,0.040,0.000,0.081,0,0,0,0,1666,0.0149,0.0000,343.28,61.29,1009.5
206,0,2527539,63,80,27,22,107,60,12,39,88,36,26,40,128,251,105,384,265,233,276,150,206,313,132,168,0.432,0.023,0.080,0.000,0.057,0.003,0.232,0.027,0.010,0.136,0,0,0,0,1968,0.0262,0.0000,371.86,75.62,1196.9
207,0,3197491,63,81,27,22,107,60,12,39,88,36,26,40,128,251,104,384,266,233,276,150,207,314,132,169,0.594,0.017,0.031,0.000,0.037,0.001,0.134,0.051,0.013,0.122,0,0,0,0,2680,0.0204,0.0000,154.36,43.75,930.9
